name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Scepter of Empires,,Artifact,,,{3},3,11398,0,,220209,54f1aaef-94cc-45ab-99c9-8ffdcf331a7b,1,
Scepter of Fugue,,Artifact,,B,{B}{B},2,15577,0,,189084,21f7e17c-45df-45e9-8dcf-7fc90fa4d65d,1,
Scepter of Insight,,Artifact,,U,{1}{U}{U},3,19945,0,,184989,8ac51021-e66c-4cd1-b54f-031b69d9699f,1,cardraw
Scheming Symmetry,,Sorcery,,B,{B},1,795,0,,466867,01acc50b-856d-442d-9880-1a892b40643b,1,
Schismotivate,,Instant,,"R,U",{1}{U}{R},3,21630,0,,97204,98510af3-a884-417a-8cd9-991890d42919,1,
Scholar of Athreos,,Creature,"Human,Cleric","B,W",{2}{W},3,14103,0,,373692,95a36e06-39f3-47d0-b6a9-43728afceb4a,1,
Scholar of Stars,,Creature,"Human,Artificer",U,{3}{U},4,16074,0,,497612,5fc4498e-24e6-40e9-8cd5-f42220366664,1,cardraw
Scholar of the Ages,,Creature,"Human,Wizard",U,{5}{U}{U},7,4745,0,,497613,8bfa31b5-8a4f-4766-9606-648cb8ee2916,1,
Scholarship Sponsor,,Creature,"Human,Advisor",W,{3}{W},4,4998,0,,518418,ed238d90-72b5-44c4-bea7-20f71788088f,1,
Scion of Glaciers,,Creature,Elemental,U,{2}{U}{U},4,22831,0,,386654,5e370939-831b-4c42-8291-8ffb0b6c1af7,1,
Scion of Oona,,Creature,"Faerie,Soldier",U,{2}{U},3,5795,0,,139741,f75fc1eb-09ac-4800-a55d-c0e723f5786b,1,
Scion of Opulence,,Creature,"Vampire,Noble",R,{2}{R},3,5027,0,,546992,dc0296ec-0401-49c6-82c3-9d7e8aa5ee25,1,cardraw
Scion of Stygia,,Creature,"Tiefling,Shaman",U,{2}{U},3,9704,0,,527357,8f0abdb4-4898-4818-b7e2-24a90f15e49d,1,
Scion of the Swarm,,Creature,"Vampire,Cleric",B,{3}{B}{B},5,9789,0,,491759,043926fe-d25f-40b4-b556-181503434e68,1,
Scion of the Ur-Dragon,Legendary,Creature,"Dragon,Avatar","B,G,R,U,W",{W}{U}{B}{R}{G},5,3027,0,1,433124,565b2a40-57b1-451f-8c2a-e02222502288,1,
Scion of the Wild,,Creature,Avatar,G,{1}{G}{G},3,15055,0,,130504,85a78413-17e3-4652-91b4-708aa66a50ca,1,
Scion of Ugin,,Creature,"Dragon,Spirit",,{6},6,15926,0,,394681,302d62d6-8abf-4693-974c-bef6841b394f,1,
Scion of Vitu-Ghazi,,Creature,Elemental,W,{3}{W}{W},5,13274,0,,369092,3cd20865-0a9a-4a72-92f9-77c8d6384b46,1,
Scion Summoner,,Creature,"Eldrazi,Drone",G,{2}{G},3,11779,0,,407633,826a882e-c4bd-4132-b797-9e1aa2d0bce4,1,pseudo_ramp
Scorch Rider,,Creature,"Human,Warrior",R,{3}{R},4,19373,0,,491799,9ec9d3eb-4729-49a9-8146-7388ff2629df,1,
Scorch Spitter,,Creature,"Elemental,Lizard",R,{R},1,12300,0,,466913,bb701a84-24bd-41ed-9f06-25c8338902a5,1,
Scorch the Fields,,Sorcery,,R,{4}{R},5,22051,0,,262828,05c4338d-e5c0-46b4-ab16-1f9aa97b4026,1,
Scorched Rusalka,,Creature,Spirit,R,{R},1,14696,0,,368504,0332c184-476e-4320-b5c9-544a5e4f5ede,1,
Scorching Dragonfire,,Instant,,R,{1}{R},2,9642,0,,,b7bcefc6-5233-4506-96f2-228d565c2628,1,removal
Scorchmark,,Instant,,R,{1}{R},2,18607,0,,457257,2a14834f-78ae-4ca5-9ce0-5b928ad3d76c,1,removal
Scorchwalker,,Creature,Elemental,R,{3}{R},4,15609,0,,366409,14ac6bde-1fef-45f4-b505-80a66b03140a,1,
Scoria Elemental,,Creature,Elemental,R,{4}{R},5,22332,0,,212710,ca4d9198-52a7-4dfe-8f7f-4fa6e19a2479,1,
Scoria Wurm,,Creature,Wurm,R,{4}{R},5,13399,0,,130374,406f7fef-00f0-4ca5-ada4-c4a760e68467,1,
Scorn Effigy,,"Artifact,Creature",Scarecrow,,{3},3,9167,0,,503862,4fa13084-3e68-49f4-8cc9-6d02286fd150,1,
Scorned Villager // Moonscarred Werewolf,,Creature,"Human,Werewolf",G,{1}{G},2,4362,0,,262694,6f35e364-81d9-4888-993b-acc7a53d963c,1,"manadork,static_ramp"
Scornful Aether-Lich,,"Artifact,Creature","Zombie,Wizard","B,U,W",{3}{U},4,22206,0,,186328,75cdb2ff-6e30-4766-9166-9036a0bdb809,1,
Scour,,Instant,,W,{2}{W}{W},4,23484,0,,74640,a9cac762-7482-471f-b4de-e0cb6da5451c,1,
Scour from Existence,,Instant,,,{7},7,2565,0,,402025,6e47edb2-e43d-479f-a911-e72b67a06c3b,1,removal
Scour the Laboratory,,Instant,,U,{4}{U}{U},6,17146,0,,414368,4c3247a4-f99a-4fff-a3a1-c3d51ed1a754,1,cardraw
Scourge Devil,,Creature,Devil,R,{4}{R},5,14314,0,,174845,976e2ba9-8d23-4aca-8b50-4beb598d4a60,1,
Scourge of Fleets,,Creature,Kraken,U,{5}{U}{U},7,1266,0,,500883,a79471f9-5cc0-48f5-9fa4-1f1374993825,1,
Scourge of Geier Reach,,Creature,Elemental,R,{3}{R}{R},5,16291,0,,227077,e0c25932-96e7-4ae5-b544-8780f92d0be7,1,
Scourge of Kher Ridges,,Creature,Dragon,R,{6}{R}{R},8,11078,0,,136161,bede410a-8b5c-48c0-8f5d-d8bd17e0b86b,1,"removal,wrath"
Scourge of Nel Toth,,Creature,"Zombie,Dragon",B,{5}{B}{B},7,7053,0,,405367,fc0647d4-ec7a-4c92-bf54-3a17e2bb0c23,1,
Scourge of Numai,,Creature,"Demon,Spirit",B,{3}{B},4,20204,0,,74488,b7692ef1-bfae-411d-a589-f493128ef44b,1,
Scourge of Skola Vale,,Creature,Hydra,G,{2}{G},3,8619,0,,378509,baef76dc-7cef-449b-b8a7-e038887129d9,1,
Scourge of the Nobilis,,Enchantment,Aura,"R,W",{2}{R/W},3,10352,0,,152015,6adccc97-3774-4c57-aa78-dcb9fbbe9324,1,
Scourge of the Skyclaves,,Creature,Demon,B,{1}{B},2,7890,0,,,3450b8ae-86dd-4034-bcd0-e9db130a8eeb,1,
Scourge of the Throne,,Creature,Dragon,R,{4}{R}{R},6,1617,0,,382353,a01f829b-22aa-4988-9698-5e1ebceb1dd8,1,
Scourge of Valkas,,Creature,Dragon,R,{2}{R}{R}{R},5,1074,0,,532524,e6bd7225-b39f-4b3b-8c36-dbc2c09f6e50,1,removal
Scourge Servant,,Creature,"Phyrexian,Zombie",B,{4}{B},5,13675,0,,213751,45ded51b-2ced-46d6-a1d4-0f49d4b1ed2d,1,
Scourge Wolf,,Creature,"Wolf,Horror",R,{R}{R},2,14834,0,,,fb355176-143a-4edd-9a2d-53293c445b8a,1,
Scourgemark,,Enchantment,Aura,B,{1}{B},2,13856,0,,373652,ed36a150-a686-4fa6-8364-8be262ad7d98,1,cardraw
Scourglass,,Artifact,,W,{3}{W}{W},5,5818,0,,174853,b8993b57-3060-45ca-80ed-3366784ec61d,1,wrath
Scouring Sands,,Sorcery,,R,{1}{R},2,14536,0,,378482,273f25fc-9c9f-4b73-a28b-1461d8fcd443,1,
Scout the Borders,,Sorcery,,G,{2}{G},3,14084,0,,386656,eb15c6c7-8fe6-496c-9977-3e7942b920c4,1,cardraw
Scout's Warning,,Instant,,W,{W},1,9648,0,,126200,e6639e3d-b0c4-4c08-83d5-f3fc58fac9b2,1,cardraw
Scrabbling Claws,,Artifact,,,{1},1,6260,0,,451173,a16a52ac-29e6-449c-bb26-5946b1932b1b,1,cardraw
Scragnoth,,Creature,Beast,G,{4}{G},5,22710,0,,,c355e0e2-6854-437f-9fff-86f98bd16f34,1,
Scrambleverse,,Sorcery,,R,{6}{R}{R},8,7057,0,,220300,2b61fa9d-3f69-4632-be0e-09924ca88501,1,
Scrap Mastery,,Sorcery,,R,{3}{R}{R},5,3520,0,,389663,03436927-eedc-48cf-820d-54cef4360f13,1,
Scrap Trawler,,"Artifact,Creature",Construct,,{3},3,777,0,,423842,68abc75f-596f-4169-96fc-ada941ef47ed,1,
Scrapbasket,,"Artifact,Creature",Scarecrow,,{4},4,13374,0,,147435,3c7f0a6d-4127-4ea4-be16-2ed6b263a3f3,1,
Scrapdiver Serpent,,Creature,Serpent,U,{5}{U}{U},7,11335,0,,497614,ce3ba315-f4da-4022-9251-961a378b35ce,1,
Scrapheap Scrounger,,"Artifact,Creature",Construct,B,{2},2,12400,0,,417804,216a8e4e-ea7b-41c7-a982-b5751025ff25,1,
Scrapper Champion,,Creature,"Human,Artificer",R,{3}{R},4,16400,0,,423764,117ef25c-e9cf-4801-a753-2c329c2a8bdb,1,
Scrapskin Drake,,Creature,"Zombie,Drake",U,{2}{U},3,18875,0,,240035,c9f03bae-1d23-43ea-9079-4b09d61bbadd,1,
Scrapyard Mongrel,,Creature,Dog,R,{3}{R},4,20395,0,,383372,eb00bd3a-833e-4226-a73e-17c9043c0994,1,
Scrapyard Salvo,,Sorcery,,R,{1}{R}{R},3,19195,0,,218019,3a4874eb-635b-47f0-bbee-6bd8b26e2f10,1,
Screaming Fury,,Sorcery,,R,{2}{R},3,12943,0,,51148,7e8488b6-3785-4346-a81b-c28d355f9d25,1,
Screaming Shield,,Artifact,Equipment,,{1},1,15445,0,,457383,ebb42a80-0442-4850-b0e7-41182d5633ff,1,
Screaming Swarm,,Creature,"Bird,Horror",U,{5}{U},6,11924,0,,,25583bb7-9071-40ff-b4b3-d9587ccf91df,1,
Screamreach Brawler,,Creature,"Orc,Berserker",R,{2}{R},3,16258,0,,394682,6bfab1c5-e267-43a9-ae16-f6b8ae531eef,1,
Screams from Within,,Enchantment,Aura,B,{1}{B}{B},3,12911,0,,43517,86c03b3c-5140-4577-a1aa-952986223a82,1,
Screeching Bat // Stalking Vampire,,Creature,Bat,B,{2}{B},3,18375,0,,221211,88db324f-11f1-43d3-a897-f4e3caf8d642,1,
Screeching Drake,,Creature,Drake,U,{3}{U},4,23299,0,,184738,8ddae21e-20d8-4fd5-ae44-45bf31ddd1d1,1,
Screeching Griffin,,Creature,Griffin,"R,W",{3}{W},4,23550,0,,87907,5e2fa710-4615-42de-8716-41b009b56d32,1,
Screeching Harpy,,Creature,"Harpy,Beast",B,{2}{B}{B},4,23487,0,,4684,10c02902-4e3a-445e-9dd9-116806ddc966,1,
Screeching Phoenix,,Creature,Phoenix,R,{4}{R}{R},6,13889,0,,447078,4b9477ba-e198-4085-8733-fd392a5648e7,1,
Screeching Silcaw,,Creature,Bird,U,{1}{U},2,21108,0,,209281,1767355d-82a2-495e-ae95-d91984a9c62a,1,
Screeching Skaab,,Creature,Zombie,U,{1}{U},2,14002,0,,409624,3d0142f7-7461-446a-b690-6882ccd93116,1,
Screeching Sliver,,Creature,Sliver,U,{U},1,11528,0,,122387,313e71da-ce72-4976-8286-f4495ea56485,1,
Scrib Nibblers,,Creature,Rat,B,{2}{B},3,8923,0,,198382,4170ddd3-53bd-4ec7-82c0-4fb48f400aa5,1,
Scribe of the Mindful,,Creature,"Human,Cleric",U,{2}{U},3,12901,0,,426770,34ffaefe-1b9e-418d-9760-b7d546f03542,1,
Scrivener,,Creature,"Human,Wizard",U,{4}{U},5,13588,0,,6067,8b236bba-160a-4637-a83e-8456834ce59f,1,
Scroll of Avacyn,,Artifact,,,{1},1,11409,0,,240105,871e6e2a-7e45-446b-b964-94377eb6ca92,1,cardraw
Scroll of Fate,,Artifact,,,{3},3,4519,0,,470604,a25ffab0-1119-4eca-9abe-077a699f19d0,1,
Scroll of Griselbrand,,Artifact,,,{1},1,18995,0,,240177,2263ceaf-49d2-40fe-86b8-146271b11e46,1,
Scroll of Origins,,Artifact,,,{2},2,19006,0,,88811,36b39d20-47b5-468b-aaf8-f6b7c7048b33,1,cardraw
Scroll of the Masters,,Artifact,,,{2},2,7465,0,,391916,d6c7f24e-5ead-4b32-a804-4c89929508f6,1,
Scroll Rack,,Artifact,,,{2},2,539,0,,338458,47a832ae-0a8d-4710-8341-a1b3e3dbf763,1,
Scroll Thief,,Creature,"Merfolk,Rogue",U,{2}{U},3,9488,0,,270845,108bcd95-7e9d-410a-abc4-c39cbfe62025,1,cardraw
Scrounge,,Sorcery,,B,{2}{B},3,19542,0,,46568,1a30f99a-b295-45a2-bff7-479cbe7541a5,1,
Scrounger of Souls,,Creature,Horror,B,{4}{B},5,19122,0,,430765,3d66f3c4-5a11-4e28-a4ae-673b3b36d3ec,1,
Scrounging Bandar,,Creature,"Cat,Monkey",G,{1}{G},2,8552,0,,423791,761a11a7-175d-440d-b09d-918572c8e5d3,1,
Scryb Ranger,,Creature,"Faerie,Ranger",G,{1}{G},2,2460,0,,,8cb36481-20a5-43b1-845d-ef7de3fb6410,1,
Scryb Sprites,,Creature,Faerie,G,{G},1,9985,0,,768,e9e2f1fe-4df0-48c8-b469-4175ba5011e8,1,
Sculpting Steel,,Artifact,,,{3},3,961,0,,135241,41368983-14f8-4efa-bb60-b0a7ceb3d021,1,
Sculptor of Winter,Snow,Creature,"Elf,Rogue",G,{1}{G},2,7150,0,,503809,9dab2ca2-0039-4eac-a7dc-68756362737d,1,
Scurrid Colony,,Creature,Squirrel,G,{1}{G},2,8533,0,,513619,c9c0a096-870d-443c-92d3-f7ec1f362616,1,
Scute Mob,,Creature,Insect,G,{G},1,3204,0,,451116,28d10cf2-c40d-4748-add0-f9cdd606030c,1,
Scute Swarm,,Creature,Insect,G,{2}{G},3,220,0,,559882,acd42ebf-6dee-44cc-a023-a7f9b67cfa2f,1,
Scuttlegator,,Creature,"Crab,Turtle,Crocodile","G,U",{4}{G/U}{G/U},6,13589,0,,457362,d886fd9a-7800-41f1-b692-32a439b045da,1,
Scuttlemutt,,"Artifact,Creature",Scarecrow,,{3},3,5142,0,,489467,5fbd8e7c-13cb-4aea-a3cb-c7ed29d43163,1,manarock
Scuttling Death,,Creature,Spirit,B,{4}{B},5,18457,0,,77922,d8d9bf4e-3bb1-4154-b1ff-a3d8a2810c1b,1,
Scuttling Doom Engine,,"Artifact,Creature",Construct,,{6},6,6618,0,,451174,7ad0dfdd-2075-4a42-976b-e493246bc61c,1,
Scuzzback Marauders,,Creature,"Goblin,Warrior","G,R",{4}{R/G},5,11911,0,,152078,6738d2b7-2773-4146-8f95-8d95b8402266,1,
Scuzzback Scrapper,,Creature,"Goblin,Warrior","G,R",{R/G},1,18974,0,,142052,8e2ed66f-75bd-43d8-90c4-cb0a5827b2f0,1,
Scythe Leopard,,Creature,Cat,G,{G},1,12665,0,,402026,89ef0054-a290-4c41-846d-12f8119c52ae,1,
Scythe Specter,,Creature,Specter,B,{4}{B}{B},6,9201,0,,446810,590bd3e6-3bef-4c2d-9d4f-4b4bd5ff06d0,1,
Scythe Tiger,,Creature,Cat,G,{G},1,17599,0,,178113,9d289043-edb5-4a7e-801b-4881709edb32,1,
Scytheclaw,,Artifact,Equipment,,{5},5,4936,0,,405368,4a6e8004-7644-4694-8719-f9a36f9804f0,1,
Sea Drake,,Creature,Drake,U,{2}{U},3,18964,0,,184769,500062a5-1578-4c52-9608-b3b760772175,1,
Sea Gate Banneret,,Creature,"Kor,Warrior",W,{W},1,16542,0,,491661,6ae4634e-1487-4b66-8f70-bcb4b1fa6e77,1,
Sea Gate Colossus,,"Artifact,Creature","Golem,Warrior",,{7},7,13068,0,,491902,b04fd8e8-ee8d-4cb7-87ab-955303c46ece,1,
Sea Gate Loremaster,,Creature,"Merfolk,Wizard,Ally",U,{4}{U},5,7952,0,,195629,5cd723c8-4b3d-4fbb-a825-79934279382d,1,cardraw
Sea Gate Oracle,,Creature,"Human,Wizard",U,{2}{U},3,2715,0,,389664,84290bc3-a157-41ba-911a-a480a760632c,1,cardraw
Sea Gate Stormcaller,,Creature,"Human,Wizard",U,{1}{U},2,7482,0,,,7023453e-f74c-4e58-90f3-ed00e4e70d17,1,
Sea God's Revenge,,Sorcery,,U,{5}{U},6,17341,0,,373517,5acdf4e4-5933-43dc-bf8b-25f89415db5b,1,
Sea God's Scorn,,Sorcery,,U,{4}{U}{U},6,14753,0,,476314,9504dc26-f5d8-4b9d-9eb1-51a12b893beb,1,
Sea Legs,,Enchantment,Aura,U,{U},1,16807,0,,439707,ae48b747-b9ea-4af1-84c5-3f5835d1ba1f,1,
Sea Monster,,Creature,Serpent,U,{4}{U}{U},6,20598,0,,129719,3809b4c6-79b4-4a06-8fc9-beabc278cbf8,1,
Sea Serpent,,Creature,Serpent,U,{5}{U},6,21149,0,,721,af430730-2ce8-45c3-b1da-9745fc792d71,1,
Sea Spirit,,Creature,"Elemental,Spirit",U,{4}{U},5,23234,0,,3940,08933cca-6ed1-43da-a539-355ded52c5b6,1,
Sea Sprite,,Creature,Faerie,U,{1}{U},2,18095,0,,3941,4cec37c5-b927-47ae-8cd6-3eddd55a3472,1,
Seacoast Drake,,Creature,Drake,U,{1}{U},2,21369,0,,370617,5333de10-a6d4-47ff-ab57-4edb49535739,1,
Sea-Dasher Octopus,,Creature,Octopus,U,{1}{U}{U},3,1955,0,,,5e248d88-21ef-4225-a6fb-06853bab04a7,1,cardraw
Seafloor Oracle,,Creature,"Merfolk,Wizard",U,{2}{U}{U},4,4578,0,,,94ff8403-67fe-4f5a-9a60-98d687bd3ef3,1,cardraw
Seafloor Stalker,,Creature,"Merfolk,Rogue",U,{2}{U},3,15876,0,,491709,985e9696-6c76-4241-97fc-f166fe2420ce,1,
Seagraf Skaab,,Creature,Zombie,U,{1}{U},2,20747,0,,409827,065d497d-5cfd-43c9-8c86-9a1da3d7e17e,1,
Seal Away,,Enchantment,,W,{1}{W},2,9611,0,,442919,8f8d6588-671d-4eb3-874f-f7139da2e05a,1,removal
Seal of Cleansing,,Enchantment,,W,{1}{W},2,1707,0,,405369,b1430c9f-5aa6-48c6-b85c-eb68551b7480,1,
Seal of Doom,,Enchantment,,B,{2}{B},3,5517,0,,405370,db03f466-f3a2-45ca-bd79-19773a3c8cf8,1,removal
Seal of Fire,,Enchantment,,R,{R},1,12727,0,,185817,b7cb599d-dfe6-4453-b700-705d44b65f6e,1,removal
Seal of Primordium,,Enchantment,,G,{1}{G},2,1557,0,,425960,0a98b47b-c35f-47ef-b686-07b3904f2854,1,
Seal of Strength,,Enchantment,,G,{G},1,15850,0,,413726,559c3909-51e3-4a3e-8570-107ffe69e30d,1,
Seal of the Guildpact,,Artifact,,,{5},5,8897,0,,405371,b6188abb-2402-4ac8-96e9-d4ee8d52ef1b,1,
Sealock Monster,,Creature,Octopus,U,{3}{U}{U},5,13168,0,,394404,cdd98556-42d5-497e-90c7-f3255c0a8863,1,
Search for Glory,Snow,Sorcery,,W,{2}{W},3,2458,0,,503633,b65c215d-562d-4c7c-bc9f-b1d741050158,1,
Search for Tomorrow,,Sorcery,,G,{2}{G},3,619,0,,567651,4c5e2fbf-87fe-48cd-aeca-e37f0a388a30,1,
Search Party Captain,,Creature,"Human,Soldier",W,{3}{W},4,10874,0,,,d843eccb-3fa3-4646-832d-f0ecaaa6a6d8,1,cardraw
Search the City,,Enchantment,,U,{4}{U},5,22711,0,,,d6a64e05-988e-4c6b-98dd-3640d9793fcf,1,
Search Warrant,,Sorcery,,"U,W",{W}{U},2,17175,0,,253614,d55f625a-6e9e-40ba-ae46-cf6bafc0a41b,1,
Searchlight Geist,,Creature,Spirit,B,{2}{B},3,21744,0,,240020,b0dc1a94-0193-464e-a481-730b34b57db5,1,
Searing Barrage,,Instant,,R,{4}{R},5,16644,0,,473102,d2f11135-e9ce-4e4c-bea7-72a46d326e40,1,
Searing Blaze,,Instant,,R,{R}{R},2,12361,0,,270873,f659d464-13dd-49e2-a842-098dcba49659,1,
Searing Blood,,Instant,,R,{R}{R},2,12159,0,,378483,bb43fd07-d281-447d-88bf-c53498c2cf20,1,removal
Searing Light,,Instant,,W,{W},1,21464,0,,,bb8746cd-bc88-40ef-8b69-2bf1a34b4ac4,1,removal
Searing Meditation,,Enchantment,,"R,W",{1}{R}{W},3,17688,0,,249380,6f5e0200-21c9-4926-b238-3f9b1f5fc6ed,1,removal
Searing Spear,,Instant,,R,{1}{R},2,10469,0,,430595,44c5f884-d071-40c2-bb2c-925dc2197ea3,1,removal
Searing Touch,,Instant,,R,{R},1,10865,0,,4843,e9091667-d5a8-4978-9023-032ff65f9642,1,
Sea's Claim,,Enchantment,Aura,U,{U},1,12838,0,,83446,82e836c8-4371-402f-8f90-81325a9879b8,1,
Seascape Aerialist,,Creature,"Merfolk,Wizard,Ally",U,{4}{U},5,11253,0,,195631,3690efc8-de2b-4476-87da-d8ed9572dc84,1,
Seasinger,,Creature,Merfolk,U,{1}{U}{U},3,13323,0,,3942,851545d3-cc23-40da-84c5-93da0dd14a8d,1,
Season of Growth,,Enchantment,,G,{1}{G},2,2210,0,,466945,65b9a718-01b9-46b2-85eb-55f6206ee5e4,1,cardraw
Seasoned Hallowblade,,Creature,"Human,Warrior",W,{1}{W},2,12987,0,,485357,feb59931-8941-46fb-8e1c-f80ff3730dd9,1,
Seasoned Marshal,,Creature,"Human,Soldier",W,{2}{W}{W},4,21571,0,,13130,c40221db-f36f-40e4-9029-5c18422cc172,1,
Seasons Past,,Sorcery,,G,{4}{G}{G},6,2513,0,,,87711595-6f91-4f55-9146-e71143354bb3,1,
Second Guess,,Instant,,U,{1}{U},2,19123,0,,240063,0d22d093-8e89-4d54-ac04-14c8759de3ea,1,
Second Harvest,,Instant,,G,{2}{G}{G},4,508,0,,470724,22b01c98-c24b-4255-921f-4820f3d395ea,1,
Second Sight,,Instant,,U,{2}{U},3,16157,0,,43510,24a07cdc-8335-45da-9ae2-3052193663ef,1,
Second Sunrise,,Instant,,W,{1}{W}{W},3,5953,0,,49009,4e50ee7c-f2a2-4d49-a1cc-8233fd8dd0c5,1,
Second Thoughts,,Instant,,W,{4}{W},5,18168,0,,413569,2d8b53ca-272f-44ba-a3aa-13ec0844ada9,1,"removal,cardraw"
Second Wind,,Enchantment,Aura,U,{2}{U},3,12728,0,,136158,061d2f8f-1166-4579-9609-d8ba5db79172,1,
Secret Door,,"Artifact,Creature",Wall,U,{U},1,8052,0,,527358,3191e400-aa4e-4955-aca0-ecbe63ea240f,1,
Secret Plans,,Enchantment,,"G,U",{G}{U},2,6148,0,,470747,b223d673-79da-4e2e-84a4-db917fbbd7dd,1,cardraw
Secret Rendezvous,,Sorcery,,W,{1}{W}{W},3,1330,0,,513503,39528cf0-343e-499b-a69f-c5c3c2898c25,1,cardraw
Secret Salvage,,Sorcery,,B,{3}{B}{B},5,5759,0,,423738,d9b9f3e2-b5e8-4234-aaf3-5f1938a20c78,1,cardraw
Secretkeeper,,Creature,Spirit,U,{3}{U},4,23388,0,,89398,03247e03-747a-462a-ad74-49ce02d20f13,1,
Secrets of the Dead,,Enchantment,,U,{2}{U},3,2974,0,,470641,066311f5-51fc-4da9-a5fa-fa5059a88e5b,1,cardraw
Secrets of the Golden City,,Sorcery,,U,{1}{U}{U},3,7381,0,,,2a08f978-380c-4443-bbb8-3eb8ad2f513a,1,cardraw
Secrets of the Key,,Instant,,U,{U},1,8417,0,,,c136e3ee-5134-480e-a322-69c9ed9b4677,1,
Secure the Scene,,Sorcery,,W,{4}{W},5,15056,0,,485358,d6467d96-e43a-4b1e-b6ce-578d991077b5,1,removal
Secure the Wastes,,Instant,,W,{X}{W},1,1725,0,,394683,915d2f5f-b228-4190-ade9-52e2a8056847,1,
Security Blockade,,Enchantment,Aura,W,{2}{W},3,20253,0,,270790,e6250b31-8592-48b2-a877-3637c9ee7d49,1,
Sedge Scorpion,,Creature,Scorpion,G,{G},1,5366,0,,466946,9864f811-db2e-4d6d-ad59-a491a790bdd4,1,
Sedge Sliver,,Creature,Sliver,"B,R",{2}{R},3,6441,0,,,97756bc9-0d6d-41bf-890c-46770ed1bcc9,1,
Sedge Troll,,Creature,Troll,"B,R",{2}{R},3,21206,0,,817,5a30ed3f-0b21-45ea-83af-339249b4e93e,1,
Sedgemoor Witch,,Creature,"Human,Warlock",B,{2}{B},3,2035,0,,,87685dcd-0681-4c21-a324-54a797a605a5,1,
Sedraxis Alchemist,,Creature,"Zombie,Wizard",B,{2}{B},3,11941,0,,182306,7fbbc5d7-86d0-4e09-b37c-e40eb88f3f33,1,
Sedraxis Specter,,Creature,Specter,"B,R,U",{U}{B}{R},3,12411,0,,571606,89a0fe75-cfaf-483e-8412-9ffb5d96ae25,1,
"Sedris, the Traitor King",Legendary,Creature,"Zombie,Warrior","B,R,U",{3}{U}{B}{R},6,6262,0,1,571607,a4e787a7-3721-4ba7-b643-a103488cfc8a,1,
See Beyond,,Sorcery,,U,{1}{U},2,8144,0,,271154,91f1825a-63e4-4e80-a1a2-9602de193fb3,1,cardraw
See Red,,Enchantment,Aura,R,{1}{R},2,18006,0,,439769,4686cbaf-1de8-4f30-8027-c6c8a85dde7a,1,
See the Truth,,Sorcery,,U,{1}{U},2,3595,0,,485392,91af15cc-fdd5-4d72-a53a-314fa5353527,1,cardraw
See the Unwritten,,Sorcery,,G,{4}{G}{G},6,5589,0,,386658,3689a7f1-9713-412e-a030-9cba463c170e,1,
Seed Guardian,,Creature,Elemental,G,{2}{G}{G},4,15224,0,,407653,ba4736b3-d6ce-4a16-bcb7-67780caeb78c,1,
Seed Spark,,Instant,,"G,W",{3}{W},4,12634,0,,88984,33af31cf-d730-4f54-a0be-3229cdccf60c,1,
Seed the Land,,Enchantment,,G,{2}{G}{G},4,9694,0,,74168,ec1b0a4e-e52e-4d4e-9b12-24676d8571b1,1,
Seedborn Muse,,Creature,Spirit,G,{3}{G}{G},5,180,0,,129722,3927cd85-9ee9-4f3c-b92e-8c860136283b,1,
Seedcradle Witch,,Creature,"Elf,Shaman","G,W",{G/W},1,12284,0,,157872,a0ae8525-ce10-40bd-8980-a05fb81a0fac,1,
Seedguide Ash,,Creature,"Treefolk,Druid",G,{4}{G},5,6373,0,,146165,eca605c0-6270-4238-bb77-0bbfd7568807,1,ramp
Seeds of Renewal,,Sorcery,,G,{6}{G},7,10272,0,,420641,ba13b3ba-c36e-4c79-aaa6-2c2619a2d999,1,
Seeds of Strength,,Instant,,"G,W",{G}{W},2,21745,0,,89075,bfa1ac13-adbd-439a-90b2-9c506aec0836,1,
Seek the Horizon,,Sorcery,,G,{3}{G},4,6599,0,,417443,6244cbd8-8cc4-44a7-b11d-2ab159e92c02,1,cardraw
Seek the Wilds,,Sorcery,,G,{1}{G},2,12094,0,,402027,824f44fe-ee16-4b15-a308-5c620cfd3d93,1,cardraw
Seeker of Insight,,Creature,"Human,Wizard",U,{1}{U},2,18287,0,,426771,7f0b7bfc-f126-4885-a663-6f8dcc52e663,1,
Seeker of the Way,,Creature,"Human,Warrior",W,{1}{W},2,12008,0,,571361,e9e3cb28-d318-4d5d-b5bf-1ea7c6249a89,1,
Seekers' Squire,,Creature,"Human,Scout",B,{1}{B},2,14775,0,,571420,30573211-ba4d-41c7-a3cd-283aaf04dffb,1,
Seer of the Last Tomorrow,,Creature,"Naga,Cleric",U,{2}{U},3,18998,0,,,95828631-66fe-4e08-8b24-a7e6327188ea,1,
Seer's Lantern,,Artifact,,,{3},3,3948,0,,446213,348c4c68-c16d-4b65-821f-dc7e2c3eaec7,1,manarock
Seer's Sundial,,Artifact,,,{4},4,2164,0,,376486,4f6a4a8c-0b3e-4acf-8345-6ca73f3b675f,1,cardraw
Seething Anger,,Sorcery,,R,{R},1,8008,0,,5218,e6f1edb8-fff4-4f84-944c-fa5a032f4fb1,1,
